metascore,top_100_director,in_a_collection,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,Thriller,War,Western,other genre,production_cos,en,es,fr,it,de,other_spk_lng,profit,budget,revenue,popularity,runtime,age,vote_count,vote_average,views
66.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,25577001.0,15000000.0,40577001.0,13.524001,93.0,37.700000000000045,233.0,7.3,13.964912280701755
63.0,0.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,190724172.0,32000000.0,222724172.0,12.358786,93.0,31.200000000000045,756.0,6.1,17.894736842105264
93.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0.0,0.0,0.0,7.380825,94.0,41.950000000000045,236.0,7.6,9.508771929824562
60.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,229492681.0,80000000.0,309492681.0,8.772188,117.0,23.783333333333303,482.0,6.4,28.36842105263158
82.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,520400000.0,18000000.0,538400000.0,19.470959,124.0,40.2833333333333,5998.0,8.2,79.0701754385965
49.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,10.722729,88.0,27.116666666666788,228.0,4.8,23.789473684210527
63.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,458684675.0,18000000.0,476684675.0,0.702543,103.0,29.783333333333303,2487.0,7.1,42.40350877192982
80.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,2696708.0,2900000.0,5596708.0,4.919716,113.0,22.616666666666788,132.0,7.6,16.105263157894736
89.0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,21836394.0,25000000.0,46836394.0,15.424092,145.0,29.950000000000045,3211.0,8.2,48.43859649122807
64.0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,-5179312.0,13000000.0,7820688.0,5.305311,95.0,26.366666666666788,137.0,6.4,9.035087719298245
69.0,1.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,45868327.0,26000000.0,71868327.0,12.434175,106.0,20.033333333333303,1144.0,7.3,30.80701754385965
90.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,764398007.0,11000000.0,775398007.0,42.149697,121.0,43.2833333333333,6778.0,8.1,117.10526315789474
73.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8100000.0,1500000.0,9600000.0,8.168694,129.0,80.86666666666679,245.0,7.9,18.280701754385966
74.0,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,153887717.0,62000000.0,215887717.0,7.513245,141.0,26.033333333333303,390.0,6.4,72.24561403508773
45.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,-27459641.0,50000000.0,22540359.0,3.998494,113.0,23.866666666666788,62.0,5.9,4.7894736842105265
46.0,0.0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,-6841192.0,27000000.0,20158808.0,14.225919,102.0,36.36666666666679,1031.0,7.0,15.929824561403509
40.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.838983,122.0,19.950000000000045,6.0,7.8,8.894736842105264
67.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,22208180.0,31000000.0,53208180.0,5.418428,103.0,30.033333333333303,445.0,6.2,20.70175438596491
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0.0,0.0,0.0,1.845899,123.0,24.700000000000045,33.0,7.0,11.719298245614034
51.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,11788161.0,22000000.0,33788161.0,11.619446,104.0,19.033333333333303,491.0,6.4,8.350877192982455
51.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,-9300000.0,9300000.0,0.0,7.640073,90.0,39.0333333333333,150.0,6.3,14.280701754385966
82.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,622945399.0,55000000.0,677945399.0,48.307194,142.0,26.116666666666788,8147.0,8.2,145.47368421052633
69.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,1,0,0,1,163921954.0,10000000.0,173921954.0,12.879381,122.0,19.366666666666788,3403.0,7.8,56.26315789473684
77.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,2,1,0,0,0,0,0,54860818.0,46000000.0,100860818.0,11.595316,117.0,24.116666666666788,240.0,6.2,15.75438596491228
60.0,0.0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,324257136.0,59000000.0,383257136.0,17.328902,81.0,18.450000000000045,3954.0,7.1,16.842105263157894
94.0,1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,2,299365567.0,22000000.0,321365567.0,41.725123,195.0,26.783333333333303,4436.0,8.3,119.2280701754386
63.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,105294342.0,110000000.0,215294342.0,15.960788,165.0,20.200000000000045,1130.0,6.8,20.385964912280702
86.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,13706101.0,8000000.0,21706101.0,6.230854,124.0,28.366666666666788,169.0,6.9,16.57894736842105
55.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,1,316758981.0,140000000.0,456758981.0,19.582325,154.0,16.700000000000045,1946.0,7.3,17.140350877192983
86.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,8096053.0,9000000.0,17096053.0,5.997054,93.0,21.950000000000045,688.0,7.5,24.12280701754386
71.0,0.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,0,0,0,0,499390539.0,90000000.0,589390539.0,15.781024,98.0,23.116666666666788,4521.0,6.9,46.03508771929825
67.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,1000000.0,3000000.0,4000000.0,12.416635,100.0,49.200000000000045,826.0,7.4,55.73684210526316
41.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,120036382.0,32000000.0,152036382.0,5.575992,123.0,24.116666666666788,328.0,6.2,29.263157894736842
82.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2229352.0,2500000.0,4729352.0,8.026112,100.0,30.950000000000045,117.0,7.0,10.403508771929825
43.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,52940100.0,90000000.0,142940100.0,14.026744,178.0,21.783333333333303,1174.0,6.9,8.596491228070175
77.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,303237933.0,52000000.0,355237933.0,18.761467,140.0,25.200000000000045,1637.0,7.3,110.7719298245614
58.0,0.0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,291079773.0,55000000.0,346079773.0,13.280069,81.0,25.200000000000045,1509.0,6.7,23.333333333333332
72.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,49230280.0,0.0,49230280.0,9.420183,93.0,32.7833333333333,567.0,7.1,12.43859649122807
46.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,15073942.0,0.0,15073942.0,12.698468,112.0,29.366666666666788,94.0,6.2,2.6666666666666665
87.0,0.0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,324875760.0,44000000.0,368875760.0,10.08937,130.0,27.033333333333303,1240.0,7.2,110.54385964912281
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,2,-1200000.0,1200000.0,0.0,9.360003,92.0,68.95000000000005,323.0,7.3,16.105263157894736
63.0,0.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,21132598.0,30000000.0,51132598.0,10.587232,83.0,26.450000000000045,535.0,6.4,24.912280701754387
40.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.908052,96.0,13.950000000000045,17.0,5.6,1.9473684210526316
92.0,0.0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,866969703.0,200000000.0,1066969703.0,16.96647,103.0,10.200000000000045,4710.0,7.6,21.05263157894737
65.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,3,1,0,0,0,0,0,72615211.0,45000000.0,117615211.0,15.263829,119.0,26.116666666666788,287.0,6.4,30.80701754385965
76.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,26039392.0,4000000.0,30039392.0,14.902948,99.0,16.366666666666788,2479.0,7.5,20.736842105263158
74.0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,0,0,0,2,16282766.0,34000000.0,50282766.0,11.226856,119.0,26.033333333333303,927.0,6.9,47.175438596491226
48.0,0.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,1,1,0,0,0,0,6836616.0,19000000.0,25836616.0,15.339153,108.0,24.616666666666788,1644.0,6.9,15.596491228070175
72.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,1,1,0,112767956.0,28000000.0,140767956.0,16.640522,131.0,32.11666666666679,4005.0,7.5,44.666666666666664
56.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,89218220.0,175000000.0,264218220.0,16.885184,135.0,25.116666666666788,1017.0,5.9,53.824561403508774
62.0,0.0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,21700000.0,0.0,21700000.0,8.283863,115.0,46.2833333333333,113.0,6.6,4.315789473684211
22.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,2,1,0,1,0,0,0,102022101.0,50000000.0,152022101.0,7.260574,109.0,25.200000000000045,214.0,5.0,25.92982456140351
47.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,1,0,1,0,0,0,274988211.0,150000000.0,424988211.0,15.368205,129.0,16.783333333333303,3155.0,6.4,14.596491228070175
59.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,1,377696359.0,80000000.0,457696359.0,15.793477,110.0,24.283333333333303,2677.0,6.7,69.54385964912281
79.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,41185053.0,3600000.0,44785053.0,10.579988,113.0,51.2833333333333,307.0,7.4,14.578947368421053
40.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,7294403.0,0.0,7294403.0,4.860016,123.0,26.033333333333303,76.0,7.5,21.31578947368421
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,75683817.0,31000000.0,106683817.0,5.930957,112.0,25.700000000000045,128.0,6.1,25.12280701754386
100.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,35764313.0,1000000.0,36764313.0,17.911314,112.0,66.0333333333333,1531.0,8.2,38.70175438596491
48.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,104000000.0,35000000.0,139000000.0,8.277765,132.0,40.700000000000045,541.0,6.2,14.228070175438596
68.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3,1,0,1,0,0,2,138000000.0,72000000.0,210000000.0,20.755149,177.0,25.283333333333303,3404.0,7.7,117.33333333333333
62.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,24760338.0,0.0,24760338.0,5.997712,114.0,27.033333333333303,125.0,6.2,9.964912280701755
71.0,0.0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,214320254.0,90000000.0,304320254.0,21.180857,88.0,22.200000000000045,2089.0,7.6,13.807017543859649
84.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,0,0,0,0,71971200.0,6400000.0,78371200.0,19.293562,108.0,35.86666666666679,4208.0,7.4,45.85964912280702
71.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,2,0.0,0.0,0.0,4.502687,91.0,21.950000000000045,58.0,7.4,14.31578947368421
50.0,0.0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,1,31505065.0,25000000.0,56505065.0,11.338194,130.0,26.700000000000045,632.0,7.4,31.105263157894736
62.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,6,1,0,0,0,0,0,0.0,0.0,0.0,9.835473,110.0,11.950000000000045,406.0,6.7,6.631578947368421
54.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,-725000.0,2000000.0,1275000.0,11.528147,83.0,24.950000000000045,28.0,6.8,8.210526315789474
43.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4,-50000000.0,50000000.0,0.0,8.868114,124.0,22.950000000000045,263.0,5.8,5.824561403508772
33.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,852450.0,6000000.0,6852450.0,3.227046,101.0,21.533333333333303,44.0,6.1,3.245614035087719
72.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,154260553.0,31000000.0,185260553.0,6.49968,117.0,24.450000000000045,303.0,6.7,51.228070175438596
70.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,215933435.0,10000000.0,225933435.0,15.064833,126.0,22.700000000000045,2880.0,7.9,47.89473684210526
71.0,0.0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,63027681.0,0.0,63027681.0,12.334357,115.0,9.866666666666788,477.0,7.5,13.228070175438596
69.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0,0,0,40225693.0,35000000.0,75225693.0,12.265867,119.0,11.700000000000045,824.0,6.8,6.473684210526316
76.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,1,0,1,6954997.0,35000000.0,41954997.0,12.201954,127.0,23.533333333333303,1175.0,7.4,18.649122807017545
87.0,1.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,463654000.0,7000000.0,470654000.0,19.726114,124.0,45.200000000000045,2628.0,7.5,30.94736842105263
87.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,0,0,0,1,122381062.0,2500000.0,124881062.0,13.78884,110.0,55.950000000000045,1005.0,7.2,19.43859649122807
64.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,29284974.0,16000000.0,45284974.0,20.477329,110.0,25.950000000000045,4293.0,8.2,44.80701754385965
52.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,483000000.0,22000000.0,505000000.0,11.945397,127.0,30.116666666666788,1381.0,6.9,50.40350877192982
79.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,68617009.0,25000000.0,93617009.0,14.141837,116.0,9.700000000000045,1512.0,7.2,12.368421052631579
80.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,24389000.0,2200000.0,26589000.0,17.112594,136.0,48.700000000000045,3432.0,8.0,38.333333333333336
62.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,-3583107.0,38000000.0,34416893.0,7.829619,140.0,29.450000000000045,285.0,6.7,13.789473684210526
67.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,23653224.0,30000000.0,53653224.0,10.798092,113.0,13.950000000000045,743.0,7.1,16.350877192982455
53.0,0.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,865659812.0,200000000.0,1065659812.0,29.455314,151.0,14.200000000000045,5380.0,7.0,14.385964912280702
66.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,180678440.0,26000000.0,206678440.0,13.373006,125.0,26.700000000000045,1019.0,7.6,34.6140350877193
48.0,0.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,279965036.0,20000000.0,299965036.0,9.200336,100.0,33.2833333333333,627.0,6.1,5.228070175438597
50.0,0.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,-12270083.0,25000000.0,12729917.0,13.009688,101.0,34.200000000000045,618.0,7.1,12.719298245614034
69.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,11576431.0,0.0,11576431.0,8.260823,94.0,16.700000000000045,39.0,7.0,9.263157894736842
64.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,-12000000.0,12000000.0,0.0,8.855685,81.0,23.700000000000045,169.0,6.5,13.789473684210526
40.0,0.0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,340991681.0,18000000.0,358991681.0,13.293722,120.0,27.783333333333303,2459.0,6.3,5.894736842105263
51.0,0.0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,88627965.0,22000000.0,110627965.0,13.304342,114.0,25.116666666666788,359.0,5.6,53.85964912280702
91.0,1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,5,1,0,1,0,1,1,411840909.0,70000000.0,481840909.0,21.758054,169.0,22.116666666666788,5148.0,7.9,68.6140350877193
71.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,104000000.0,46000000.0,150000000.0,8.808497,111.0,23.783333333333303,671.0,7.0,38.26315789473684
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,-22000000.0,22000000.0,0.0,2.96586,131.0,26.700000000000045,61.0,6.8,14.596491228070175
57.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,196317921.0,65000000.0,261317921.0,12.954444,113.0,30.200000000000045,1745.0,7.1,26.31578947368421
94.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,16105910.0,80000000.0,96105910.0,7.991677,126.0,57.86666666666679,188.0,7.7,22.68421052631579
66.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,-25000000.0,25000000.0,0.0,5.146352,100.0,25.700000000000045,112.0,5.9,18.157894736842106
76.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,1,0,0,0,0,0,28084357.0,0.0,28084357.0,7.556814,107.0,23.366666666666788,278.0,6.9,24.157894736842106
52.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0,0,0,1,76156230.0,38000000.0,114156230.0,7.649466,120.0,9.450000000000045,879.0,6.7,6.035087719298246
40.0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0.0,0.0,0.0,1.100915,108.0,25.366666666666788,17.0,6.5,7.7894736842105265
84.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,118500000.0,16500000.0,135000000.0,10.673167,136.0,24.700000000000045,364.0,7.2,57.0
61.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,1,230156409.0,85000000.0,315156409.0,12.173291,124.0,23.116666666666788,859.0,6.2,18.157894736842106
77.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,1,5737585.0,1530000.0,7267585.0,7.765379,81.0,22.033333333333303,672.0,7.2,31.56140350877193
40.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0.0,0.0,0.0,0.940228,99.0,24.866666666666788,10.0,7.2,4.7894736842105265
60.0,0.0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,20000000.0,0.0,20000000.0,7.151691,97.0,45.450000000000045,60.0,6.5,4.192982456140351
62.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,0,0,0,0,0,20000098.0,70000000.0,90000098.0,9.809585,139.0,31.033333333333303,822.0,7.1,22.526315789473685
71.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,23924696.0,12305523.0,36230219.0,12.689648,107.0,35.200000000000045,765.0,5.9,6.368421052631579
62.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,0,226312624.0,85000000.0,311312624.0,12.16276,122.0,13.200000000000045,2040.0,6.5,8.526315789473685
40.0,0.0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,45610410.0,0.0,45610410.0,11.117131,106.0,26.450000000000045,135.0,5.8,3.56140350877193
63.0,1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,38000000.0,36000000.0,74000000.0,2.263584,155.0,22.700000000000045,324.0,6.8,11.280701754385966
82.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,7,0,0,0,0,1,2,73841160.0,18339750.0,92180910.0,7.69224,156.0,15.950000000000045,1059.0,7.7,17.017543859649123
75.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,254350122.0,3500000.0,257850122.0,8.333322,91.0,23.033333333333303,372.0,6.9,22.771929824561404
64.0,0.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,2,3669465.0,0.0,3669465.0,15.855108,117.0,12.616666666666788,430.0,7.7,12.43859649122807
38.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,119718203.0,0.0,119718203.0,9.473162,105.0,23.700000000000045,174.0,5.5,11.578947368421053
40.0,0.0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,6.796858,30.0,24.700000000000045,223.0,7.5,30.333333333333332
72.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,5,1,0,0,0,0,1,158438883.0,28000000.0,186438883.0,11.476443,136.0,14.950000000000045,732.0,7.3,14.596491228070175
33.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,6.657723,90.0,31.033333333333303,28.0,7.1,3.4210526315789473
57.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,2,1,1,1,1,1,1,-8504592.0,18000000.0,9495408.0,7.725843,131.0,21.950000000000045,101.0,7.2,17.36842105263158
75.0,0.0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,769838758.0,150000000.0,919838758.0,16.22986,93.0,16.283333333333303,3082.0,6.7,19.964912280701753
87.0,0.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,362109762.0,19000000.0,381109762.0,25.778509,116.0,35.11666666666679,6239.0,8.0,63.50877192982456
47.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,69660733.0,0.0,69660733.0,8.482834,103.0,25.116666666666788,171.0,5.5,22.842105263157894
74.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,1,0,1,0,0,0,139340000.0,29500000.0,168840000.0,12.297305,129.0,24.700000000000045,2470.0,7.4,95.19298245614036
53.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,45505973.0,30000000.0,75505973.0,8.764548,113.0,12.866666666666788,784.0,6.2,3.789473684210526
